ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age
2891,Starfire,1979,2,3,120,10
240957,Judge Dredd: The Cursed Earth,2019,1,4,50,14
5478,Crazy Circus,2002,1,10,20,8
183420,Kung Fu Zoo,2016,2,4,10,10
76203,RRR,2010,2,2,15,10
38986,18NEB,2010,2,4,180,12
2076,Gulf Strike,1983,2,2,360,12
25008,Italia,2006,3,4,240,10
895,APBA Pro Baseball,1951,1,2,30,10
300010,Dragomino,2020,2,4,15,5
159141,Code of Nine,2012,3,4,40,13
2063,The Great Khan Game,1989,2,6,90,10
22485,Terra Prime,2009,2,5,60,10
176435,Thrash'n Roll,2015,2,4,90,12
11159,Dungeoneer: Haunted Woods of Malthorin,2004,2,2,45,13
261525,Untamed: Feral Factions,2019,2,3,30,10
82402,Friesematenten,2010,2,4,45,12
154892,Loonacy,2014,2,5,10,8
4610,Lord of the Rings: The Duel,2002,2,2,45,10
18932,Siena,2005,2,5,90,12
129293,Gauntlet of Fools,2012,2,6,30,13
820,Axiom,1988,2,2,15,9
3710,MBT,1989,2,6,240,10
275530,Game of Thrones: Oathbreaker,2019,5,8,45,14
48,Krieg und Frieden,1999,2,4,90,12
244994,Würfelland,2018,2,4,20,8
275973,Curios,2019,2,5,20,14
234578,Waters of Nereus,2019,2,4,60,14
230358,Penny Papers Adventures: The Temple of Apikhabou,2018,1,99,20,7
287732,Solar Draft,2019,2,5,30,14
191998,Lost Legacy: Fourth Chronicle - The Werewolf & Undying Heart,2016,2,6,10,14
22864,Zeus on the Loose,2006,2,5,15,8
7251,The Speed of Heat,1992,2,2,150,12
236709,The Tea Dragon Society Card Game,2018,2,4,60,10
293275,Flyin' Goblin,2020,2,4,30,8
103368,Epigo,2011,2,4,15,13
214204,ARGH,2017,2,4,15,8
204879,Planet Defenders,2016,2,4,60,10
225214,Legendary Forests,2017,2,5,20,8
2114,Duck, Duck, Bruce,1997,2,4
163399,Infinity: Operation Icestorm,2014,2,2,60,12
262477,Mercado de Lisboa,2021,1,4,45,8
157653,Illusions of Glory: The Great War on the Eastern Front,2017,2,4,360,12
158168,NHL Power Play Team-Building Card Game,2014,2,4,30,15
39941,Legion of Honor,2014,1,6,480,0
244171,Sherlock Holmes: Four Investigations,2014,1,1,60,10
40935,Zoowaboo,2009,2,4,30,5
220598,Ladder 29,2017,2,5,45,10
300751,Mini Express,2020,1,5,45,8
623,Swashbuckler: A Game of Swordplay and Derring-do,1980,2,6,90,12
66437,Souvlaki Wars,2011,2,4,30,10
203655,Timeline: Polska,2016,2,8,15,8
93287,Final Fantasy Trading Card Game,2011,2,2,30,12
90568,Democracy under Siege,2011,2,3,240,12
269537,Mystery House: Adventures in a Box,2019,1,5,60,14
275996,Shaolia: Warring States,2020,2,4,60,14
145103,7 Days of Westerplatte,2013,1,4,60,8
229315,Escape Room: The Game - Virtual Reality,2017,3,5,60,16
241334,Dwar7s Winter,2018,1,4,45,13
8935,Shazamm!,2003,2,2,30,10
245444,Holding On: The Troubled Life of Billy Kerr,2018,2,4,60,14
103877,Casa Grande,2011,2,4,45,8
12282,Grand Illusion: Mirage of Glory,1914,2004,2,2,240
90190,The Secret of Monte Cristo,2011,2,4,60,8
184919,Greedy Greedy Goblins,2016,2,4,35,14
231450,Lucky's Misadventures,2018,2,4,60,10
176817,Assassinorum: Execution Force,2015,1,4,60,12
151275,Ophir,2015,2,4,60,10
158100,Speed Cups²,2014,2,2,10,6
2379,Guesstures,1990,4,99,10,8
52568,Mali Powstańcy: Warszawa 1944,2009,2,4,30,8
286827,Decktective: Bloody-Red Roses,2019,1,6,60,12
193213,Millions of Dollars,2016,3,8,25,10
197760,Ghost Blitz: Spooky Doo,2016,2,8,20,8
209951,Thunder in the East,2018,2,4,720,13
30958,Check Your 6!,2007,2,12,120,12
316412,The LOOP,2020,1,4,75,12
301084,Polynesia,2020,2,4,75,12
3852,Star Trek Customizable Card Game,1994,2,2,45,10
36597,Serpents of the Seas,2010,1,4,150,0
187104,4 Gods,2016,2,4,30,8
308,Santa Fe,1992,2,5,70,10
158392,Stay Away!,2014,4,12,60,12
217531,Wizards Wanted,2017,2,4,60,10
236931,Battle Hymn Vol. 1: Gettysburg and Pea Ridge,2018,1,2,480,0
1412,Trendy,2000,2,5,20,8
2678,Voyage of the B.S.M. Pandora,1981,1,1,90,10
459,Ausgebremst,1993,3,6,45,10
41934,World at War: The Untold Stories,2010,2,2,60,0
13403,Three Battles of Manassas,2004,2,2,180,14
98443,Dark Horse,2012,1,4,90,10
247313,Woodlands,2018,2,4,40,10
14403,Warhammer 40,000: Battle for Macragge,2004,2,2,120
208808,Cinco Linko,2016,2,4,15,8
230430,Unlock!: Escape Adventures - Temple of Ra,2017,1,6,60,0
62922,None But Heroes,2011,2,2,60,15
210342,Timeline: British History,2016,2,8,30,8
210152,Bushido,2018,2,2,30,8
26148,Affentennis,2006,2,2,60,0
172362,Kenjin,2015,2,4,30,12
232134,Wander: The Cult of Barnacle Bay,2019,1,5,120,12
157912,Rise to Power,2014,2,6,45,12
100169,Hero of Weehawken,2011,1,1,45,13
230765,Side Effects,2017,2,8,30,13
98762,Test of Fire: Bull Run 1861,2011,2,2,45,10
249689,Sovereign Skies,2020,1,4,60,10
15474,Zombiaki,2003,2,2,15,8
228553,Catacombs Conquest,2018,2,4,30,14
112192,Sugar Gliders,2012,2,4,30,8
214989,Age of Towers,2018,1,4,75,14
11582,Schnapsen,1715,2,2,20,8
172073,MammuZ,2013,3,7,20,7
5233,The Great Battles of Alexander,1991,2,2,240,12
171278,Victory Roads,2015,2,2,1440,12
9342,Fifth Avenue,2004,2,4,100,12
161965,Johari,2014,2,4,90,10
85105,Travel Blog,2010,2,6,30,8
18794,SuperGang,1985,3,5,120,10
55763,Mister X,2009,2,6,60,10
366,Viva Pamplona!,1992,2,6,45,8
284195,Sherlock: Don's Legacy,2019,1,8,60,12
5222,Old Town,2000,1,4,45,10
87,Victory: World War II,1998,2,4,120,12
143782,Global Mogul,2013,1,4,120,14
181265,BrilliAnts,2017,1,6,80,14
258244,Discover: Lands Unknown,2018,1,4,120,12
63,Samurai: Game of Politics and Warfare in Feudal Japan,1979,2,8,180,12
43526,Germantown,2010,2,2,180,0
3563,The Lord of the Rings: The Fellowship of the Ring,2001,2,2,90,12
206844,Fold-it,2016,1,5,20,8
194061,Cult: Choose Your God Wisely,2018,2,5,90,12
110286,Zong Shi,2012,3,5,90,13
148767,Brandon the Brave,2013,1,4,10,5
224149,Deadball,2017,1,2,30,8
257321,Gen7: A Crossroads Game,2018,3,4,90,14
562,Silberzwerg,2000,2,4,60,10
158837,27th Passenger: A Hunt on Rails,2014,3,6,45,10
220700,Cobra Paw,2017,2,6,15,5
253368,Kingswood,2020,1,5,45,10
16443,Dungeoneer: Dragons of the Forsaken Desert,2005,2,4,60,12
27766,Die Siedler von Catan: Junior,2007,3,4,30,6
135215,Lords of War: Orcs versus Dwarves,2012,2,8,30,12
165346,Mint Tin Pirates,2014,2,2,5,10
144525,Dungeon Twister: The Card Game,2013,2,2,60,13
235017,Santa's Workshop,2017,2,5,60,14
4014,Dawn Patrol: Role Playing Game of WW I Air Combat,1982,2,52,60,12
37589,Clue: Discover the Secrets,2008,3,6,60,9
245214,Saboteur: The Lost Mines,2018,3,9,60,10
239826,Dice Fishing: Roll and Catch,2016,2,5,20,8
25314,Bowling Solitaire,1969,1,1,30,8
166372,Artificium,2014,2,6,50,8
34747,Jena 20,2008,2,2,50,0
27298,Owner's Choice,2006,2,5,45,10
144728,Adventure Time Card Wars: Finn vs. Jake,2014,2,2,30,10
300905,Top Ten,2020,4,9,0,14
85800,Octopus' Garden,2011,2,4,45,10
265430,Elekt,2019,2,4,90,16
279419,Eternal: Chronicles of the Throne,2019,2,4,45,12
184704,Dragonsgate College,2017,2,4,90,12
230315,The Sanctuary: Endangered Species,2017,2,4,60,10
171136,Pingo Pingo,2015,2,5,15,6
38873,Cambria,2008,2,5,20,8
246873,Königsberg: The Soviet Attack on East Prussia,1945,2018,1,3,480
257284,Timeline: Classic,2018,2,6,15,8
10789,Pitch,1600,2,4,30,12
35634,Samurai: The Card Game,2009,2,4,60,12
130592,Clue,2012,2,6,40,8
126000,Letnisko,2013,2,5,45,8
314243,Warhammer 40,000 (Ninth Edition),2020,2,6,240
145393,Gem Rush,2013,1,6,45,13
30024,Kachina,2009,2,5,45,10
209511,Atlanta Is Ours,2018,1,2,7920,0
220778,Sticky Chameleons,2017,2,5,20,6
153238,Ivor the Engine,2014,3,5,60,8
199076,Warmachine Prime Mk III,2016,2,4,60,12
5255,Gorkamorka,1997,2,4,120,12
256159,Guardians,2018,2,4,45,13
11161,Dungeoneer: Den of the Wererats,2004,2,2,30,12
159910,The King of Frontier,2013,2,4,30,10
210908,Rail Pass,2019,2,6,10,13
294693,Nokosu Dice,2016,3,4,60,10
153905,Warband: Against the Darkness,2015,2,5,60,10
4255,Ney vs. Wellington: The Battle of Quatre Bras,1979,2,2,180,14
175755,The Lord of the Rings: Journey to Mordor,2015,2,4,20,8
234120,Gold Fever,2017,2,5,15,7
213503,The Brigade,2018,2,4,40,8
515,6-Tage Rennen,1986,3,8,60,8
2224,Circus Imperium,1988,2,12,120,12
5711,Squad Seven,2002,2,4,20,12
19187,Dungeoneer: Realm of the Ice Witch,2005,2,4,60,12
248763,Magic: The Gathering - Heroes of Dominaria Board Game,2018,2,4,75,14
238090,Speakeasy Blues,2018,2,4,45,14
254017,Lindisfarne,2018,2,4,45,10
16805,Road to Berlin: Platoon Level Combat in World War II - A Panzer Grenadier Game,2005,2,2,120,12
205164,Old School Tactical: Volume 2 - West Front 1944/45,2017,2,3,180,12
221369,Teen Titans GO! Deck-Building Game,2017,2,2,45,12
228570,Raging Bulls,2017,1,1,30,8
142558,Rory's Story Cubes: Prehistoria,2013,1,12,15,8
33759,Omega Centauri,2014,2,4,60,12
8316,Over the Reich,1993,2,10,120,12
222531,ELO Darkness,2018,1,4,75,13
305986,Sequoia,2020,2,5,10,6
250488,This Guilty Land,2018,2,2,45,0
236304,Cerebria: The Card Game,2018,2,5,30,14
212370,Omen: Edge of the Aegean,2016,2,2,30,0
3003,Crash Tackle Rugby Board Game,2001,2,2,180,12
133437,Dead Panic,2013,2,6,90,13
8325,The Desert Fox: Rommel's Campaign for North Africa April 1941-December 1942,1981,2,2,120,12
181404,Taverna,2015,2,5,90,12
8069,Clue FX,2003,2,4,30,8
31621,Gangster,2007,2,5,90,10
206715,Ultimate Werewolf Legacy,2018,8,16,60,13
65313,Napoleon's War:  The 100 Days,2010,2,2,60,8
951,Football Strategy,1959,2,4,150,10
158886,Stonewall's Sword: The Battle of Cedar Mountain,2015,2,2,180,12
67199,The Coming Storm: Quadrigame of the Fourth Coalition October 1806 - June 1807,2010,2,2,360,0
136587,Ninja Dice,2013,2,5,30,9
269069,Pearls,2019,2,6,15,6
36739,Black Sheep,2008,2,4,30,8
174611,Ion: A Compound Building Game,2015,2,7,40,8
130911,Batman: Gotham City Strategy Game,2013,2,4,90,14
164031,Munchkin Steampunk,2015,3,6,90,12
172662,Seven7s,2015,2,4,20,7
155042,Steam Donkey,2014,2,4,45,10
170146,Dark Seas,2015,2,4,45,14
5306,Harry's Grand Slam Baseball Game,1962,2,4,20,8
25695,Chopstick Dexterity MegaChallenge 3000,2006,1,3,15,10
40234,Einauge sei wachsam!,2009,2,5,45,10
89342,Tomorrow,2013,4,6,90,18
10662,Victoria Cross: The Battle of Rorke's Drift,2004,2,2,120,12
4086,Napoleon at Bay: The Campaign in France,1814,1978,2,2,180
139443,Superfight,2013,3,10,30,5
124047,Pirate Dice: Voyage on the Rolling Seas,2012,2,4,60,13
123844,City Hall,2014,2,4,90,13
6508,Tom Tube,2003,2,2,30,10
282493,TINYforming Mars,2019,1,2,45,10
147768,Five Cucumbers,2013,2,6,25,8
126242,Hot Rod Creeps,2012,2,6,30,15
107635,Kairo,2012,2,4,45,8
65334,Flash Duel,2010,2,2,5,0
146818,Cappuccino,2013,2,4,20,8
172207,Unspeakable Words: Deluxe Edition,2015,2,8,30,10
280986,Star Wars: Dark Side Rising,2019,2,4,45,10
34871,Ventura,2011,2,4,90,13
8096,Logistico,2003,2,5,60,11
352,Trumpet,1990,2,6,45,9
260147,Europe Divided,2020,2,2,75,12
148531,Polterfass,2013,3,6,20,8
11104,Who's the Ass?,2004,3,12,30,8
216497,聖杯サクセション (Throne and the Grail),2016,2,2,20,10
4454,Statis Pro Football,1973,1,2,120,12
103061,Carnac,2011,2,2,20,8
129382,Ark & Noah,2012,2,4,45,8
46323,Warlords of Europe,2010,2,4,240,12
120265,Supply Lines of the American Revolution: The Northern Theater, 1775-1777,2017,2,2,180
6191,Xe Queo!,1998,2,2,20,8
669,Plague & Pestilence,1993,2,6,45,0
36986,All Things Zombie: The Boardgame,2009,1,6,40,12
230591,Favelas,2017,2,4,45,14
39939,The Battle of Fontenoy: 11 May,1745,2012,1,2,360
146035,Eggs of Ostrich,2012,3,3,10,12
259069,Punto,2018,2,4,20,7
61028,D-Day Dice: Free Trial Version,2009,1,4,20,8
218179,Princess Jing,2018,2,2,30,8
171544,Think Str8!,2015,2,4,60,10
8192,Railroad Dice,2003,2,4,90,12
29678,Munchkin Quest,2008,2,4,180,12
8017,Feurio!,2003,1,4,30,10
153991,Salvation Road,2016,1,8,75,10
217609,Wars of Marcus Aurelius: Rome 170-180CE,2018,1,1,90,12
28302,Oware,550,2,2,20,10
4368,In their Quiet Fields II,1995,2,2,240,12
5393,Wheedle,2002,4,6,30,9
280811,なつめも (Natsumemo),2019,3,6,45,8
163175,Yashima: Legend of the Kami Masters,2015,2,4,90,14
311,Time Agent,1992,2,6,360,12
181370,Mint Tin Mini Apocalypse,2015,2,2,10,10
35964,duck! duck! Go!,2008,2,6,40,8
236484,Facecards,2017,3,7,20,10
134524,Lion Rampant: Medieval Wargaming Rules,2014,2,2,60,0
197101,Of Dreams & Shadows,2016,2,6,180,14
22465,On the Dot,2006,2,4,5,10
458,Sherlock Holmes: The Card Game,1991,3,8,60,10
168537,Pandemonium,2017,1,5,120,14
317105,Tiny Epic Galaxies BLAST OFF!,2020,2,4,45,9
168700,Kigi,2014,2,5,20,10
99459,Banjooli Xeet,2013,2,5,30,8
190232,Plan Orange: Pacific War 1932 - 1935,2016,2,2,480,12
31449,Army of Frogs,2007,2,4,45,7
162315,Mouse Guard: Swords & Strongholds,2015,2,2,30,8
258779,Planet Unknown,2021,1,6,80,10
34334,Waterloo 20,2008,2,2,50,0
4106,Moderne Zeiten,2002,3,5,45,10
113931,Rock'n Roll Manager,2016,2,5,90,12
220508,Blue Water Navy: The War at Sea,2019,2,2,960,0
95386,Tem-Purr-A,2011,3,10,15,8
293972,Loot of Lima,2020,1,5,90,12
265249,Greenville 1989,2019,3,6,45,16
158816,Longstreet Attacks: The Second Day at Gettysburg,2018,1,4,720,12
254189,Snow White and the Seven Dwarfs: A Gemstone Mining Game,2018,3,7,60,8
271262,Advanced Squad Leader: Starter Kit #4 - Pacific Theater of Operations,2019,2,2,180,12
202207,Virulence: An Infectious Card Game,2016,2,5,20,8
5686,Stargrunt II,1996,2,4,120,12
194298,Expedition: The Roleplaying Card Game,2016,1,6,90,8
284825,Florenza Dice Game,2019,1,4,90,12
202942,Sicily II,2016,1,2,3000,0
129615,DOG Royal,2012,2,6,45,8
4884,The Legend Begins,1991,2,2,240,12
2759,Havannah,1980,2,2,30,10
245389,Word Slam Family,2018,3,99,45,10
499,Arbos,1999,1,8,30,6
4769,Great War at Sea: The Mediterranean,1996,2,2,120,12
34701,Thor,2002,2,6,30,0
160012,In a Bind,2015,3,12,20,13
26156,Ausgerechnet Uppsala,2006,2,6,20,10
20077,Kutuzov,2008,2,4,360,12
66125,Le Donjon de Naheulbeuk,2010,3,6,60,10
118703,20th Century Limited,2015,2,5,60,14
177096,Freedom!,2020,2,2,120,12
91666,Crossboule,2008,1,6,45,6
16933,Super Munchkin,2005,3,6,90,10
747,Bitter Woods: The Battle of the Bulge,1998,2,2,240,12
181325,Completto,2015,2,4,30,8
35476,Barbarossa: Crimea,2010,2,2,240,0
194019,Guilds,2017,2,4,90,10
307305,Bullet♥︎,2021,1,4,20,13
201920,Pocket Madness,2016,2,4,30,8
56995,The Twelve Doctors: Doctor Who Card Game,2009,2,2,30,9
104640,Robin Hood,2011,3,5,50,14
43365,Kansas Pacific,2009,3,6,100,14
56320,Spearpoint 1943,2010,2,2,30,13
32129,Taktika,2007,2,2,20,0
210101,Incorporated,2016,2,4,180,16
126021,Dropzone Commander,2012,2,4,120,0
185378,Exceed: Red Horizon - Kaden, Eva, Miska, and Lily,2016,2
1313,1826: Railroading in France and Belgium from 1826,2000,2,6,210,14
245659,Vampire: The Masquerade - Vendetta,2020,3,6,30,14
129348,FAB: Golan '73,2016,2,2,240,12
249421,Warfighter: The WWII Pacific Combat Card Game,2019,1,6,240,0
21709,Jericho,2006,3,5,15,8
262042,Gardens of Babylon,2019,1,4,60,10
249106,SPQF,2018,2,4,45,14
125315,FlowerFall,2012,2,7,10,6
121409,1969,2012,2,5,90,10
29140,Tumblin-Dice Jr.,2006,2,2,5,6
38275,Robotory,2006,2,2,15,8
2542,Gargon,2001,3,5,45,10
227888,Warhammer 40,000: Dark Imperium,2017,2,2,180
13597,Big Two,0,2,4,30,10
154479,Piña Pirata,2014,2,6,30,7
145,Metropolis,1984,2,5,90,16
145475,Hobbit Tales from the Green Dragon Inn,2013,2,5,60,13
6431,Air & Armor,1986,2,2,120,12
252776,Muse: Awakenings,2018,2,12,30,10
206471,Eternity,2016,3,5,40,10
207242,Pentaquark,2016,1,1,30,12
226146,Tower of Madness,2018,3,5,45,14
9804,Gettysburg: Badges of Courage,2004,2,2,180,12
228183,Star Scrappers: Cave-in,2018,2,4,75,12
206448,Noxford,2016,2,4,40,8
8222,Spank the Monkey,2003,2,6,30,12
255034,Papua,2018,2,4,75,10
176,Give Me the Brain!,1996,3,8,15,10
17465,Cowboys: The Way of the Gun,2007,2,10,60,8
1520,Monad,1969,2,4,60,10
21436,18FL,2006,2,4,150,12
198087,Arquebus: Men of Iron Volume IV - The Battles for Northern Italy 1495-1544,2017,2,2,300,14
153480,Scharfe Schoten,2014,3,4,30,10
5791,Maelstrom,2001,2,4,60,12
65990,Don Quixote,2010,1,4,20,8
17922,Anno Domini: Deutschland,2002,2,8,30,10
25605,Walhalla,2006,3,4,60,12
199881,Space Cantina,2016,1,4,90,12
9615,Station Master,2004,2,6,60,10
158915,GEM,2015,2,4,15,10
12899,La Bataille de Preussisch-Eylau,1978,1,2,360,16
1072,Wat'n dat!?,1996,3,8,60,10
198455,Mystic ScROLLS,2017,2,4,25,8
4346,Cedar Mountain: Prelude to Bull Run, August 9,1862,1981,2,2
207010,Paramedics: Clear!,2017,1,4,40,14
5635,Second World War at Sea: Bomb Alley,2002,2,2,360,12
142085,Promised Land: 1250-587 BC,2013,2,6,150,12
6117,Nobody but Us Chickens,2003,3,6,20,8
41612,Struggle for the Galactic Empire,2009,1,1,240,14
174182,Force of Will,2014,2,2,30,13
15209,Linja,2003,2,2,15,8
285967,Ankh: Gods of Egypt,2021,2,5,90,14
192906,Heir to the Pharaoh,2016,2,2,60,10
191790,Empires in America (Second Edition),2016,1,1,50,13
170537,Swords and Bagpipes,2014,2,6,45,11
4226,Victory at Midway,1992,1,2,180,12
296557,Zen Garden,2020,2,4,40,8
2324,Last Frontier: The Vesuvius Incident,1993,1,1,120,12
11437,La Bataille de Lützen,1999,1,3,240,12
29379,Ici, c'est la France! The Algerian War of Independence 1954 - 1962,2009,2,2,300
218310,Trickster: Champions of Time,2017,2,7,30,14
234468,Minute Realms,2017,2,5,30,10
99219,Swish,2011,2,6,10,8
232045,Shaky Manor,2017,2,4,20,6
258437,Bukiet,2018,1,5,40,8
209289,The Treasure of Isla Tortuga,2016,2,5,20,10
201478,Problem Picnic: Attack of the Ants,2017,2,4,30,6
144988,Lords of War:  Elves versus Lizardmen,2013,2,8,30,12
269456,Interceptor Ace: Daylight Air Defense Over Germany, 1943-44,2019,1,1,180
13347,Plunder,2004,2,4,45,8
241025,Penny Papers Adventures: Skull Island,2018,1,99,20,8
637,The Stock Car Championship Racing Card Game,1995,2,12,20,8
257160,Thieves Den,2019,2,5,45,10
188325,'65: Squad-Level Combat in the Jungles of Vietnam,2016,2,3,180,12
147568,Risk: The Walking Dead - Survival Edition,2013,2,5,60,13
156007,Mound Builders,2014,1,1,60,13
145599,Journey: Wrath of Demons,2015,1,4,75,14
30483,Antler Island,2007,3,4,45,10
35477,Dead of Winter: The Battle of Stones River (Second Edition),2009,2,2,180,14
104805,Animal Upon Animal: Small and Yet Great!,2011,2,2,15,5
170223,Centauri Saga,2016,1,4,90,12
2254,Title Bout,1979,1,2,45,12
720,Fast Food Franchise,1992,2,5,180,12
180179,Siggil,2015,1,4,20,8
39332,Tasso,2004,2,6,30,8
40491,Verflixxt! kompakt,2009,2,4,20,8
193551,Mutant Crops,2016,1,4,30,14
2396,Ur: 1830 BC,2001,3,6,180,14
58329,Langfinger,2009,2,5,30,8
288775,Fairy Trails,2020,1,2,20,8
180921,Lutèce,2015,2,5,90,10
287228,Mal Trago,2019,4,10,20,8
38387,Los Banditos,2008,2,2,15,8
257145,Teenage Mutant Ninja Turtles Adventures: City Fall,2020,1,5,150,14
270956,The Court of Miracles,2019,2,5,40,10
158237,1914: Glory's End / When Eagles Fight,2014,2,2,240,0
187289,Here, Kitty, Kitty!,2016,3,6
237174,So Long, My World,2018,1,5,40
12055,Streets of Stalingrad (Third Edition),2003,2,8,120,12
217553,Go Go Gelato!,2017,2,4,15,6
1803,Zopp,1997,2,4,40,6
40,Borderlands,1982,2,4,120,12
7824,Break the Safe,2003,2,4,30,8
133534,Sigismundus Augustus: Dei gratia rex Poloniae,2012,3,5,120,12
14860,Clash for a Continent:  Battles of the American Revolution and French & Indian War,2005,2,4,30,12
138963,Arkham Investigator,2013,1,10,120,12
1509,Dogfight,1962,2,4,45,10
254188,Blank Slate,2018,3,8,35,8
1835,Scrutineyes,1992,2,8,30,18
2464,Swords & Sorcery: Quest and Conquest in the Age of Magic,1978,2,7,180,12
271264,The Liberation of Rietburg,2019,2,4,40,10
240905,Death Valley: Battles for the Shenandoah,2019,1,2,1200,0
112991,Munchkin Conan,2012,3,6,90,10
48979,Wazabi,2008,2,6,20,8
145493,The King's Armory,2015,1,7,240,13
226089,Alicematic Heroes,2017,3,5,80,12
40235,Bridge Troll,2009,3,6,45,10
853,...und tschüss!,1997,4,6,30,10
53624,Empires in America: The French and Indian War,2009,1,1,25,12
99130,Dawn of the Zeds,2011,1,1,45,13
5699,Afrika: The Northern African Campaign, 1940-1942,1993,2,2,720
269810,Nevada City,2020,2,4,120,14
159209,Bucket King 3D,2014,2,6,20,8
8798,Winter War: The Russo-Finnish Conflict,1972,2,2,90,12
27817,Marne 1918: Friedensturm,2006,2,2,1200,14
313473,L.A.M.A. Party Edition,2020,2,6,20,8
223950,Fantasy Defense,2017,1,2,20,10
38805,Rebel Raiders on the High Seas,2013,2,2,360,0
76436,Bismarck (Second Edition),1978,2,2,240,0
350,Hattrick,1995,4,6,30,10
56128,Zombiaki II: Attack on Moscow,2010,2,2,30,8
3711,Flight Leader,1986,2,8,180,12
121657,Axis & Allies Air Force Miniatures: Angels 20,2012,2,6,30,12
232403,Haunt the House,2018,2,5,40,8
169530,Resistor_,2015,2,2,20,8
2611,The HellGame,2003,2,6,180,12
124390,Goblins Drool, Fairies Rule!,2013,1,4,15
12488,WARS Trading Card Game,2004,2,2,45,12
231748,Time Bomb Evolution,2016,4,6,30,10
12071,Second Season Pro Football Game,1999,1,2,180,8
161761,King's Gold,2014,2,6,15,8
2072,Panzer Command: The Gateway to Stalingrad,1984,2,2,300,12
255516,Brave Little Belgium,2019,1,2,60,0
258466,The Great City of Rome,2018,2,4,60,10
7263,Nertz,1930,2,6,60,7
138026,Critical Mass: Raijin vs Archon,2018,2,2,30,14
174192,Daxu,2015,2,2,30,10
128011,Extra! Extra!,2015,2,6,150,12
30324,Ca$h 'n Gun$: Live,2007,8,20,30,10
206266,Vikingar: The Conquest of Worlds,2017,2,6,150,9
174298,Napoleon's Last Gamble: Battles of the Hundred Days,2016,2,6,1200,12
8066,CrossFire: Rules and Organizations for Company Level WW II Gaming,1996,2,6,120,12
170202,Floating Market,2015,2,5,45,13
35438,Moto Grand Prix,2008,2,6,60,6
1098,Judge Dredd,1982,2,6,90,8
12134,This Hallowed Ground,1998,2,6,360,14
75828,The Thing,2010,2,4,45,18
8284,Assault: Tactical Combat in Europe - 1985,1983,2,2,180,12
258389,Futuropia,2018,1,4,90,12
272541,Marvel Fluxx,2019,2,6,30,8
296694,BattleTech: A Game of Armored Combat,2019,2,2,120,0
231666,Fast Forward: FLEE,2017,1,4,90,12
200280,Dragon Brew,2017,2,4,120,13
33077,Breakthrough: Cambrai,2011,2,2,180,0
297674,Pacific Rails Inc.,2020,2,4,90,14
11705,Lightning: Midway - June 4th to June 6th,1942,2004,2,2,30
2536,Vabanque,2001,3,6,45,12
8957,Renegade Legion: Centurion - Blood & Steel,1988,2,4,60,12
27028,Anima Tactics,2006,2,2,60,12
181867,3 sind eine zu viel!,2015,2,4,25,10
1202,The Sorcerer's Cave,1978,1,4,60,10
235982,RWBY: Combat Ready,2018,2,5,75,14
249750,Brazen Chariots: Battles for Tobruk,1941,2019,1,4,1260
4862,Outburst!,1986,4,20,60,18
36,Federation & Empire,1986,2,8,300,12
6607,Munchkin Fu,2003,3,6,90,10
566,Wongar,2000,3,5,90,12
490,Warangel,2000,2,6,60,12
139897,Belle of the Ball,2014,2,5,45,13
139572,Karesansui,2013,3,6,60,10
138104,Warmachine: High Command,2013,2,4,60,0
292029,Funkoverse Strategy Game: Golden Girls 100 - Rose and Blanche,2019,2,2,60,10
188181,Avignon: A Clash of Popes,2016,2,2,20,8
147240,Catan: Family Edition,2012,3,4,90,10
153004,Lemminge,2014,2,5,30,8
193212,Chariot Race,2016,2,6,45,8
225317,Halloween,2017,2,4,90,12
137406,Templar: The Secret Treasures,2013,2,5,60,8
118337,Urbanization,2012,2,4,75,12
17526,Hecatomb,2005,2,4,30,15
223726,Destination X,2017,2,10,40,10
256317,Guild Master,2020,2,4,120,13
110868,Locke & Key: The Game,2012,3,6,30,15
265917,Winterborne,2019,1,4,90,12
1702,Klondike,1993,2,4,20,6
23348,Easter Island,2006,2,2,20,8
8887,Battle for Stalingrad,1980,2,2,720,12
2287,Dungeonbowl: Elves & Dwarfs,1989,2,2,180,14
213497,Red Storm: The Air War Over Central Germany,1987,2019,1,2,720
159446,Panthalos,2014,2,5,90,12
27940,RattleSnake,2007,2,4,15,8
131241,Oilfield,2016,2,5,60,12
2944,Halli Galli,1990,2,6,10,6
142556,Rory's Story Cubes: Clues,2013,1,12,15,8
38778,Heads of State,2008,2,5,120,12
156482,Unknown,2016,1,6,45,14
277538,1822MX,2019,3,5,360,0
280501,Three-Dragon Ante: Legendary Edition,2019,2,6,30,14
189062,Red Flags,2015,3,10,30,17
145205,L'Aéropostale,2013,2,5,70,12
40816,Magestorm,2010,2,2,60,12
203191,The Stonebound Saga,2018,2,6,60,13
206169,Slide Blast,2016,2,6,20,6
163047,Yomi: Round 1,2014,1,4,30,8
227995,Raiders of the Deep: U-boats of the Great War, 1914-18,2018,1,1,120
46422,Nostra City,2009,3,5,60,12
201406,OrganATTACK!,2016,2,6,15,8
2960,Camden,2002,2,4,20,10
165563,Prohis,2014,3,6,20,10
4667,Eagles: Waterloo,1995,2,2,120,12
7138,The Killing Ground,2002,2,4,300,12
1583,Barbarossa: Army Group Center,1941,1998,1,4,120
195296,Scuttle!,2016,1,5,10,6
174893,TROLL,2015,3,5,30,8
